Name,Price,ReviewRatio,TotalReviews,Genres
StellarHub,51,0.6008,258,Simulation
Lancelot's Hangover: The Quest for the Holy Booze,0,0.9474,57,"Adventure,Indie"
Silver Creek Falls: Chapter 2,50,0.7925,53,"Adventure,Indie"
Valhalla：Awakening of Valkyrie,70,0.4022,276,"Adventure,Casual,Indie,Strategy"
Tallowmere 2: Curse of the Kittens,0,0.8247,348,"Action,Indie"
Retchid,20,0.8364,55,"Action,Indie,Early Access"
Thugs Law,90,0.5,16,"Action,Adventure,Casual,Indie,Strategy"
Rhythm Sprout: Sick Beats & Bad Sweets,80,0.9364,723,"Action,Adventure,Indie"
网瘾少年2005 Internet addicted youth 2005,0,0.9737,456,"Indie,RPG"
Sky Survivors,80,0.9167,36,"Action,Indie"
Azada,50,0.8125,48,"Casual,Indie"
Burning Out,0,0.6,10,Indie
Katana Dragon,30,1.0,36,"Action,Adventure,Indie,RPG,Early Access"
Colored Shapes,86,0.5,24,"Action,Adventure,Casual,Indie"
Rabbit: Jigsaw Puzzles,0,0.9,30,"Adventure,Casual,Indie,Sports,Strategy"
SpermDash精疲力尽,0,0.883,94,"Action,Casual,Racing,Sports"
CuberPunk 2089,0,0.7716,197,"Adventure,Casual,Indie"
The Lost Gardens,50,0.8182,33,"Action,Adventure,Indie,Early Access"
Psychoballs,0,0.6316,19,"Casual,Indie,Strategy"
_turing,15,0.6154,26,"Adventure,Indie"
涅槃之路,0,0.9,10,"Indie,RPG,Early Access"
Marble Trap,40,0.9146,82,"Action,Racing"
Parcel,40,0.8478,138,"Adventure,Indie,Strategy"
Suzerain,65,0.9344,9266,"Adventure,Indie,RPG"
Nightly Trash,0,0.5909,22,"Adventure,Indie,Free To Play"
De'Vine: World of Shadows,85,0.7647,34,"Adventure,Indie,RPG"
Machinist,0,0.6154,39,"Casual,Indie,RPG,Simulation,Strategy,Free To Play,Early Access"
Pandarama: The Lost Toys,51,0.8382,68,"Casual,Indie"
Dragon Fury,75,0.6471,17,"Action,Casual,Indie,Sports"
Pool Nation,70,0.8924,2834,"Casual,Indie,Simulation,Sports,Strategy"
Gone Rogue,60,0.8885,278,"Adventure,RPG,Strategy"
Deadly Sin 2,0,0.839,118,"Casual,RPG"
The Royal Game of Ur 3D,50,0.9583,24,"Casual,Indie,Strategy"
Banana Hell,30,0.673,841,"Casual,Indie,Strategy"
Cendric,0,0.8148,27,"Adventure,Indie,RPG"
Sisters of Silent Liberty Online Multiplayer Shooter REBRANDED,0,0.1176,17,"Action,Adventure,Massively Multiplayer,Strategy"
Codename: Phantom,0,0.7273,11,"Violent,Action"
BOT.vinnik Chess: Early USSR Championships,0,0.9394,33,"Casual,Strategy"
Car Parkour,95,0.6667,33,"Casual,Indie,Racing,Simulation,Sports"
＜/reality＞,0,0.878,41,"Adventure,Indie"
The Running Man 2,0,0.7143,28,"Action,Adventure,Strategy,Free To Play"
Notre-Dame de Paris: Journey Back in Time,0,0.7209,86,"Casual,Free To Play"
NyxQuest: Kindred Spirits,10,0.9015,132,"Action,Adventure"
WAIFU IMPACT,80,0.8763,97,"Action,Adventure,Casual"
Jack Lumber,0,0.626,361,"Action,Casual,Indie,Strategy"
PSYCHO,0,0.6667,51,"Action,Adventure,Indie,Simulation"
Marble Void,0,0.8696,23,"Action,Adventure,Casual,Indie"
Galactic Empire,0,0.6316,19,"Indie,Simulation,Strategy"
Triblaster,0,0.3226,31,Indie
Frozen Flame,0,0.6548,2885,"Action,Adventure,RPG,Early Access"
Tsugunohi,0,0.7233,553,"Action,Adventure,Indie"
Disgaea PC,65,0.8724,4609,RPG
The Royal Marines Commando,85,0.7004,227,"Violent,Action"
New Lands 2 Collector's Edition,0,0.5833,12,"Casual,Simulation,Strategy"
Lost Scavenger,0,0.557,237,"Adventure,Indie,RPG,Simulation,Strategy,Early Access"
Paper Perjury,50,0.9041,146,Indie
Monica e a Guarda dos Coelhos,0,0.9153,59,"Action,Casual,Indie,Simulation,Strategy"
Daemonsgate,80,0.2,15,"Action,Adventure,RPG"
Constructor Plus,0,0.8874,435,"Indie,Simulation,Strategy"
Beastmancer,0,0.7647,85,"Indie,RPG,Strategy"
Erinye Demo,0,0.8681,91,"Nudity,Violent,Adventure,Indie,RPG"
Sea Fantasy,0,0.8579,373,"Action,Adventure,Indie,RPG"
MechoEcho,0,0.878,41,"Indie,Simulation,Strategy"
DragonStrike,50,0.9412,17,"Action,RPG,Simulation"
Sunrider: Mask of Arcadius,0,0.9242,2782,"Indie,RPG,Strategy,Free To Play"
Poly Bridge,90,0.9142,17584,"Indie,Simulation"
WAGAMAMA HIGH SPEC,60,0.9073,399,"Adventure,Casual"
Strange Telephone,0,0.8391,348,"Adventure,Casual,Indie"
Eternower,11,0.9111,45,"Casual,Indie,Strategy"
planetarian HD,60,0.9886,2981,"Adventure,Casual,Simulation"
Blood On The Thames,12,0.9333,15,"Adventure,Indie"
Higurashi When They Cry Hou - Rei,10,0.9707,205,Adventure
Dead Some Day,0,0.3889,18,"Action,Indie,RPG,Early Access"
Magnus Imago,82,0.875,24,"Adventure,Indie"
Plasma,0,0.8885,888,"Indie,Simulation,Free To Play"
Face The Abyss,0,0.4073,329,"Action,Indie,Strategy,Free To Play"
Light Up The Sky,49,1.0,10,"Adventure,Casual"
INSOMNIA: The Ark,65,0.5938,1226,"Action,Indie,RPG"
Dark Parables: Curse of Briar Rose Collector's Edition,50,0.8427,89,"Adventure,Casual"
BOKURA,70,0.9167,10053,"Action,Adventure,Casual,Indie"
Dakar 18,90,0.6863,1170,"Adventure,Racing,Simulation,Sports"
Roxy Raccoon's Mancala Madness,75,1.0,15,"Casual,Indie,Strategy"
Apocalyptic Vibes,50,0.7935,247,"Action,Adventure,Indie"
Westboro,83,0.6814,317,"Action,Adventure,Indie,RPG"
Jetscout: Mystery of the Valunians,0,1.0,19,Indie
Freaky Clown : Town Mystery,0,0.6418,67,"Adventure,Free To Play"
Low Story,0,0.9,10,"Action,Adventure,Indie"
Flying Soul,51,0.3333,12,"Action,Adventure,Casual,Indie,Racing,Strategy"
Car Physics Simulator,0,0.4255,47,"Casual,Indie,Racing,Simulation,Early Access"
Omega Blade,0,0.9,10,"Action,Indie"
MotoGP™21,85,0.8188,1882,"Racing,Simulation,Sports"
Drawn Down,73,0.8,15,"Adventure,Indie"
Lonely Yuri,0,0.9437,142,"Casual,Indie"
Grow On The Go,60,0.8,10,"Casual,Indie,Simulation"
Frenzy Retribution,0,0.7642,1395,"Action,Indie,RPG,Free To Play"
Aonatsu Line,57,0.9374,974,"Adventure,Casual"
[Chilla's Art] The Radio Station | 深夜放送,20,0.7455,448,"Adventure,Casual,Indie,Simulation"
Always The Same Blue Sky...,50,0.749,239,"Adventure,Casual,Indie"
Trickster VR: Co-op Dungeon Crawler,0,0.8531,456,"Action,Adventure,Indie"
Divine Pig,0,0.8333,18,"Action,Adventure,Indie,RPG,Simulation"
1917 : The Prologue,0,0.5455,33,"Adventure,Indie"
Keali,0,0.8824,17,"Action,Adventure,Indie,Free To Play,Early Access"
XENOTILT: HOSTILE PINBALL ACTION,0,0.9676,617,"Action,Indie"
PROPHUNT,80,0.6875,32,"Action,Casual,Indie,Early Access"
REC: Beyond The Lens,0,0.5,32,"Action,Adventure,Indie,Simulation"
Apocalypse Mechanism,0,0.5,14,"Action,Adventure,Early Access"
"Enchanted in the Moonlight - Miyabi, Kyoga & Samon -",0,0.9,10,Adventure
Tank Battle: Blitzkrieg,0,0.7097,31,Strategy
Clank!,25,0.928,375,Strategy
Mosaique Neko Waifus 3,80,0.9459,2050,"Casual,RPG"
Gods of Sand,45,0.8791,637,"Indie,RPG,Simulation,Strategy,Early Access"
The Corporate Machine,0,0.6064,94,"Simulation,Strategy"
Koncolos,25,0.8276,29,"Adventure,Casual,Indie"
Panzer Girls,0,0.6471,17,"Casual,Indie,Strategy"
Yeah！Fighting Girl,60,0.72,25,"Action,Adventure,Casual,Indie,RPG,Strategy"
Far Cry®,70,0.8194,10259,Action
Dreamcore,20,0.877,740,"Adventure,Indie"
👾 Foreign Frugglers,0,1.0,18,"Action,Indie"
幻想英雄传 卡片对决,0,0.6,10,"Strategy,Early Access"
GrowRilla VR,0,0.9024,82,"Action,Casual,Indie,Simulation"
Super Blue Boy Planet,0,0.9117,2706,"Indie,Free To Play"
The Pale Beyond,80,0.8904,1862,"Adventure,Indie,RPG,Simulation,Strategy"
Sam & Max Save the World,50,0.9317,1712,"Adventure,Indie"
OSES,0,0.8,10,"Action,Indie,Strategy"
I Fetch Rocks,20,0.9706,102,Simulation
Turlock Holmes,50,0.8052,801,"Casual,Strategy"
Versus World,0,0.8737,95,"Violent,Gore,Action,Indie,Early Access"
Schism,35,0.9732,112,"Action,Indie,RPG"
MORLUSH,80,0.6667,15,"Adventure,Indie,RPG"
Exile Squadron,70,0.8636,22,Action
Rocket Knight,80,0.7425,167,"Action,Adventure"
HEADLINER,50,0.7761,880,"Adventure,Indie"
Of Bird and Cage,0,0.7699,226,"Action,Indie"
Deathroids,0,0.8947,19,"Casual,Indie"
WitchCraft TD,0,0.8605,43,Strategy
Swipecart,0,0.462,526,"Casual,Indie,Racing"
Fairy Bloom Freesia,0,0.8479,1098,"Action,Indie"
Hood Story: Kaito Yamazaki,85,0.9474,19,"Action,Adventure,Indie,RPG"
Peggle Deluxe,80,0.9745,10912,Casual
Transiruby,0,0.9248,266,Action
Morrok,75,0.7692,39,"Adventure,Casual,Indie"
Silence Channel 2,50,0.8276,87,"Action,Adventure,Indie,Free To Play"
Hunting Simulator VR,0,0.2174,23,"Adventure,Indie,Simulation,Sports"
Call of Corona: Micro Warfare,0,1.0,15,"Action,Indie"
Demonic Episode,0,0.7083,24,"Action,Indie,Early Access"
Spooky Heroes,0,0.575,40,"Action,Adventure,Casual,Indie"
Shawarma or Shaverma,91,0.6667,21,"Casual,Indie,RPG,Simulation,Strategy"
Void Eclipse,0,0.375,16,"Indie,RPG,Strategy"
Chinbu's Adventure,0,0.4839,62,"Action,Adventure,Indie,RPG"
Truco,61,0.6667,12,"Casual,Indie,Simulation,Strategy"
486,0,0.5909,22,"Action,Adventure,Indie,RPG"
In The Shadow Of The Truth,0,0.6875,16,"Adventure,Indie"
The Ruins: VR Escape the Room,0,0.5789,38,"Action,Adventure,Indie,Strategy"
Mechanophagia,80,1.0,15,Action
MDF: Magical Defense Force,0,1.0,16,Adventure
Burned Land,92,0.5567,97,"Action,Indie,Strategy"
Pile Up!,40,0.8008,788,"Casual,Indie,Strategy"
RETOOLED,75,0.9615,26,"Action,Indie"
Prison Tycoon®: Under New Management,60,0.6286,175,"Casual,Indie,Simulation,Strategy"
RIOT: Civil Unrest,90,0.6856,1813,"Indie,Simulation,Strategy"
Miney Company: A Data Racket,0,0.8333,12,"Action,Casual,Indie,Simulation,Sports"
Bonny's Adventure,0,0.9167,12,"Action,Adventure,Casual,Indie"
MetaWare High School (Demo),0,0.9676,679,"Casual,Indie,Free To Play"
Sofie: The Echoes™,0,0.4098,61,"Action,Adventure"
Space Engineers 2,20,0.7915,2144,"Action,Indie,Simulation,Strategy,Early Access"
The Storm Guard: Darkness is Coming,0,0.8,165,"Action,Adventure,Indie,RPG,Strategy"
Cyber Manhunt 2: New World - The Hacking Simulator,35,0.9273,4209,"Indie,RPG,Simulation"
Yrminsul,90,0.6585,41,"Indie,Strategy"
Velvet Guard,0,0.9091,11,"Action,Casual,Indie,Free To Play"
In The Ember 余烬之中,51,0.9697,33,"Indie,RPG"
Lost Patrol,0,0.3,10,"Action,RPG,Simulation"
Tasty Planet Forever,50,0.8806,310,"Action,Casual,Indie"
Midautumn,0,0.7619,21,"Action,Indie,RPG,Early Access"
Digitanks!,0,0.9167,12,"Indie,Strategy"
Ara History Untold: Anniversary Edition,50,0.6877,1790,Strategy
Sylvio,0,0.7931,145,"Adventure,Indie"
Celaria,75,0.8731,134,"Indie,Racing"
Fury Turn,80,1.0,14,"Action,Adventure,Indie,Strategy"
Terraforming Earth,0,0.96,25,"Action,Adventure,Indie"
Drop Doll,39,0.8167,120,Casual
WitchSpring3 Re:Fine - The Story of Eirudy -,40,0.937,1142,"Casual,Indie,RPG"
Hidden Ghost Town 2,0,0.4444,27,"Action,Casual,Indie,Simulation,Strategy"
Claydo:Easy 3D Modelling & Printing,60,0.9,10,"Animation & Modeling,Design & Illustration,Education,Photo Editing,Software Training,Utilities,Video Production,Web Publishing,Game Development"
Trump Horror,72,0.5833,24,"Adventure,Indie,Simulation"
Brain off,0,0.6957,23,"Action,Adventure,Casual,Indie,Massively Multiplayer,RPG"
Flame Over,90,0.7326,172,"Action,Indie"
King Arthur: Fallen Champions,50,0.4,55,"RPG,Strategy"
"Smile, you're being filmed",0,0.9412,17,Indie
Starters Orders Classic Horse Racing,0,0.7037,27,"Simulation,Sports,Strategy"
Tractorball,50,0.6316,19,"Action,Indie,Racing,Sports"
Hello Lady! -New Division-,66,0.9545,330,"Adventure,Casual"
Glass Wings,0,0.8462,52,"Action,Adventure"
In the Raven Shadow,80,0.8824,119,"Adventure,Indie"
The Tribe Game,0,0.7812,32,"Adventure,Indie,RPG"
Oh No! Bugs!,72,0.811,127,"Casual,Indie"
Christmas Clicker: Idle Gift Builder,0,0.7059,68,"Casual,Free To Play,Indie,Strategy"
Light Them Up,0,1.0,15,"Casual,Indie,Strategy"
Connectome:Pain Control,0,0.8,10,"Action,Indie"
江湖乐子人,51,0.3529,17,"Casual,Indie,RPG"
Storm Boy,0,0.8629,175,"Adventure,Casual,Indie"
Hashihime of the Old Book Town append fullscreen,50,0.96,50,Adventure
Dollhouse,90,0.521,167,"Action,Adventure,Indie"
Gunslinger Express,30,0.8889,18,"Action,Adventure,Indie"
Scathe,0,0.5666,293,Action
Harvest Moon: Light of Hope Special Edition,0,0.7675,1097,"Adventure,Casual,RPG,Simulation"
Formula Retro Racing - World Tour,0,0.8205,39,"Action,Indie,Racing,Simulation,Sports,Early Access"
Dig Dog,80,0.7595,79,"Action,Adventure,Indie"
Prevent The Fall,90,0.6214,103,"Action,Adventure,Indie,RPG"
Soulmask,30,0.8058,14866,"Adventure,Indie,Massively Multiplayer,RPG,Simulation,Free To Play,Early Access"
The Kotonoha Sisters and the Legend of Lysant Island,50,0.9371,143,"Action,Adventure,Indie,RPG"
AI Olympius,20,0.8966,116,"Action,Adventure,Indie,RPG,Early Access"
Max Gentlemen,0,0.8713,870,"Casual,Free To Play,Indie"
Queen Slayer,30,0.5,20,"Indie,RPG,Early Access"
AE86 EUROBEAT DRIFT,92,0.9091,33,"Action,Casual,Indie,Racing"
PostApo,72,0.6667,15,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy,Early Access"
Song of Memories (Complete Scenario),0,0.5913,115,"Adventure,Casual"
Wreckfest,50,0.8812,38617,"Action,Indie,Racing,Simulation,Sports"
Snow Folks,0,0.9583,24,"Casual,Indie"
Streamer Life Simulator,90,0.7706,7488,"Action,Adventure,Casual,Indie,Simulation,Strategy"
TINY METAL: FULL METAL RUMBLE,65,0.8313,166,"Action,Indie,Simulation,Strategy"
Latte Stand Tycoon +,25,0.4286,28,"Casual,RPG,Simulation,Strategy"
Astor: Blade of the Monolith,0,0.726,146,"Action,Adventure,Casual,Indie,RPG"
Pixel Noir,30,0.7073,82,"Indie,RPG"
Weed Farmer Simulator,0,0.5907,215,"Casual,Indie,Simulation,Early Access"
- R E F L E C T E D -,0,0.8438,32,"Casual,Indie"
Block City: Bus Edition,0,0.9474,19,Casual
Strike Team Gladius,0,0.8182,33,"RPG,Strategy"
HyperFleet,0,1.0,20,"Action,Indie,Racing"
Cozy Grove,0,0.9006,7998,"Casual,Indie"
Stress Chess,0,0.7872,47,Strategy
Melania,86,0.8621,29,"Action,Adventure,Indie"
The Cyclist: Tactics,40,0.9674,92,"Sports,Strategy"
"Cook, Serve, Delicious! 3?!",75,0.9106,2159,"Action,Indie,Simulation,Strategy"
An Un-epic story: The adventure of Enki and Tiny Freddie,0,0.8333,30,"Adventure,Casual,Indie"
Onmyoji：the card game,0,0.5,84,"Free To Play,Strategy"
Gravity Block,55,0.9375,48,"Casual,Indie"
Galaxy's Extreme,0,0.8,10,"Indie,Racing,Early Access"
FANTASY LIFE i: The Girl Who Steals Time,25,0.9243,7594,RPG
Cartridge the Tiger,0,0.8182,11,"Action,Adventure,Indie"
Wayward Manor,0,0.35,80,"Adventure,Casual,Indie"
CHURIP,33,0.8036,56,"Adventure,Casual,Indie"
Cinderella Escape! R12,80,0.7692,403,Indie
Pawn Simulator,60,0.6024,83,"Adventure,Casual,Indie,Simulation,Strategy"
Project: R.E.B.O.O.T 2,51,0.5275,91,"Action,Adventure,Casual,Indie"
Degeneration,0,0.5,14,"Action,Adventure,Indie,RPG"
Regular Spacecraft - Defending the Mothership,30,0.9375,16,"Action,Casual,Indie"
SENTRY,20,0.8486,700,"Action,Indie,Strategy,Early Access"
Professor Rubik’s Brain Fitness,0,0.7,20,Casual
Cosmic Journey PC Live Wallpaper,0,0.7143,49,"Design & Illustration,Utilities"
Pinball FX3,0,0.8793,5178,Simulation
Moon Castle,0,0.5789,19,Adventure
东方异乡录 ~the Apocryphal Gensoukyou,30,0.9235,170,"Casual,RPG"
Mr.President!,80,0.8304,5071,"Action,Adventure,Indie,Simulation"
One Night Stand,80,0.8934,732,"Adventure,Casual,Indie,Simulation"
Melo's nightmare,0,0.8571,14,"Adventure,Indie,Simulation"
Life is Paine,0,0.7333,15,"Adventure,Indie"
Circle Empires,80,0.8934,3922,"Casual,Indie,Strategy"
YTP Generator,0,0.8214,28,"Indie,Audio Production,Design & Illustration,Utilities,Video Production"
Pixel Puzzles 2: Space,85,0.8571,378,"Casual,Indie,Simulation,Strategy"
Rogue Station,70,0.786,215,Strategy
JAILBREAKER,0,0.9149,47,"Action,Adventure,Indie"
Madcap Mosaic,0,0.9429,70,"Indie,Strategy"
Afterlife VR,40,0.8035,173,"Action,Adventure"
ALICE VR,92,0.3798,337,"Adventure,Indie"
Lila’s Sky Ark,80,0.8723,141,"Action,Adventure,Indie"
Winnie-The-Pooh Taste Test,0,0.7391,23,"Action,Adventure,Casual,Indie,Free To Play"
Assassin's Creed® Odyssey,85,0.8891,172193,"Action,Adventure,RPG"
Storm of Jigsaw Puzzles 拼图风暴,0,0.7619,21,"Casual,Indie,Simulation,Strategy"
O.W.L Projekt,55,0.8077,26,"Adventure,Casual,Indie,Strategy"
Wild Rumble,50,0.9259,27,"Action,Sports"
Sixtieth Kilometer,90,0.7928,1771,"Casual,Indie"
Empyreal Dawn,0,0.9,10,"Adventure,Casual,Indie,RPG,Early Access"
Perfect Fit - Totemland,0,0.7273,44,"Casual,Indie"
PAC-MAN 256,50,0.9242,2085,Action
THE AWKWARD STEVE DUOLOGY,70,0.8871,62,"Adventure,Casual,Indie"
Rover Builder,75,0.7273,77,"Indie,Simulation,Strategy"
Cock Soccer,0,0.9,10,"Casual,Indie,Sports,Early Access"
ROS,51,0.5882,85,"Adventure,Casual,Indie"
Fruity Smoothie,0,0.8869,221,"Casual,Free To Play,Indie"
Redshirt,70,0.4184,392,"Indie,RPG,Simulation,Strategy"
我在西游开黑店,0,0.88,25,"Casual,Strategy"
Gambol,0,0.9545,22,"Action,Indie"
Amalgamy,0,0.8333,12,"Action,Casual,Strategy"
Summer Fling,50,0.6638,116,"Casual,Indie"
Programmer Dungeon Knightress,0,0.8421,19,"Casual,Indie,RPG,Simulation,Strategy"
Sim 4K VR MediaPlayer,0,0.6316,19,"Utilities,Video Production"
Old Gods Rising,0,0.748,123,"Adventure,Indie"
Drums of War,0,0.8333,12,"Action,Adventure,Indie"
Recall: Empty Wishes,0,0.95,40,"Adventure,Indie"
ISOLAND3: Dust of the Universe,51,0.9156,225,"Adventure,Casual,Indie,Strategy"
Escape From Warehouse,80,0.85,20,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy"
Escape Simulator,40,0.9407,17308,"Adventure,Casual,Indie,Simulation"
ASTROSMASH,35,0.7368,19,"Action,Casual,Indie"
Senpa.io,0,0.7164,67,"Free To Play,Indie,Massively Multiplayer,Simulation"
The Chambers,51,0.6,15,"Adventure,Indie"
Metro Sim Hustle,80,0.789,365,"Action,Adventure,Casual,Indie,RPG,Simulation"
Solaroids,66,0.96,50,"Action,Indie,Early Access"
Battle For Korsun,40,0.2778,18,"Indie,Strategy"
Tigey's Gift,0,0.9,10,"Casual,Indie"
Ritual,51,0.6061,33,"Adventure,Casual,Indie"
Stand By Me,60,0.9643,28,"Casual,Indie"
Munch,50,0.6869,99,"Action,RPG"
Aircraft Carrier Survival,0,0.6075,1093,"Action,Indie,Strategy"
Ball laB II,80,0.92,25,"Adventure,Indie"
Last Kids on Earth and the Staff of Doom,0,0.6,20,"Action,RPG"
Little Brother Jim,0,0.8254,63,"Adventure,Casual,Indie,Simulation"
A SECOND BEFORE US,0,0.581,105,"Adventure,Indie"
Along Together,70,0.9074,54,"Adventure,Indie"
Putin Life,0,0.8879,321,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy"
Maid for Loving You,0,0.9524,63,Casual
The Universim,50,0.8096,10137,"Indie,Simulation,Strategy"
Murder by Moonlight 2 - Crimson Night,30,0.6667,15,Casual
Spiritual Warfare & Wisdom Tree Collection,65,0.5333,75,"Action,Adventure,RPG"
Emitters - Drone Invasions,0,1.0,11,"Action,Casual,Indie"
Arkio,0,0.9189,37,"Animation & Modeling,Design & Illustration"
Try To Fall Asleep,0,0.9056,180,"Action,Adventure,Indie,Simulation,Strategy,Free To Play,Early Access"
IMAZE.EXE 2,51,0.7143,21,"Adventure,Casual,Indie"
Maze Art: Yellow,0,0.5,12,"Casual,Indie"
Dungeon of Elements,0,0.5397,302,"Adventure,Casual,Indie,RPG,Strategy"
Professor Watts Word Search: Pirates Life,85,0.4286,42,"Casual,Indie,Strategy"
Endless Universe 2 PC Live Wallpaper,0,0.6939,49,"Design & Illustration,Utilities"
Soul Elegy,79,0.6145,249,"Adventure,Indie,Strategy"
Brewer,75,0.7875,80,"Indie,Simulation,Strategy"
Sinoepoch,0,0.6364,33,"Indie,RPG,Strategy"
Forest 6174,55,0.85,20,"Adventure,Indie"
Solar Struggle,77,0.2812,32,"Action,Indie"
Dungeons & Dragons: Chronicles of Mystara,67,0.8144,1827,"Action,Adventure,RPG"
Pixelpunk XL,0,0.7083,48,"Action,Indie"
接触: 第一章(The Encounter: Chapter One),0,0.6,40,"Action,Adventure,Indie,RPG"
ROUGH KUTS: Night of the Living Dead,0,0.75,24,"Action,Adventure,Casual,Indie"
Super Fancy Pants Adventure,66,0.9272,2005,"Action,Adventure,Casual,Indie"
Super Space Jump Man,40,0.5,14,"Action,Casual,Indie"
Donut Land Clicker,0,0.3,10,"Casual,Indie,Simulation"
The Signifier Director's Cut,0,0.8073,301,"Adventure,Indie"
在线教育开发实习生 Elearning Development Intern,50,0.95,20,"Adventure,Casual,Indie,RPG,Simulation,Strategy"
SCRAP RUSH!!,83,0.8333,12,"Action,Casual,Indie"
Cursed Sight,0,0.8178,214,Indie
Selenon Rising,75,0.7778,18,"Adventure,Casual,Indie"
10mg: SNAAAK,0,0.9412,17,"Action,Adventure,Indie"
Cowboy's Adventure,0,0.4458,83,"Action,Adventure,Casual,Indie,Simulation"
Pizza Connection 3 - Pizza Creator,0,0.8406,69,"Casual,Simulation"
Hurl VR,0,0.8235,17,"Casual,Indie,Simulation"
Draw Rider,50,0.7571,177,"Action,Indie,Racing"
Wish -tale of the sixteenth night of lunar month-,60,0.7143,28,"Adventure,Casual,Indie"
Talk to Aya,0,0.8182,11,"Casual,Simulation"
Robot Pirates,0,0.4667,15,"Casual,Indie"
Tetra Project - 原石计划,0,0.9096,553,"Indie,Strategy,Early Access"
Wandering Sword,25,0.9486,30920,"Adventure,Indie,RPG,Strategy"
Albert and Otto,0,0.6406,640,Indie
HTR+ Slot Car Simulation,0,0.6102,59,Racing
Perfect Poses,0,0.5957,47,"Action,Indie"
Aery - Peace of Mind,0,1.0,11,"Casual,Indie,Simulation"
House of Velez part 1,0,0.8554,83,Indie
Dark Dimensions: Homecoming Collector's Edition,50,0.8,10,"Adventure,Casual"
Gears Tactics,50,0.7506,7268,Strategy
Ephemeral Tale,55,0.6977,43,"Adventure,Indie,RPG"
FATE,50,0.9551,4075,"Action,Adventure,RPG"
The Lost King of Avallon,0,0.5385,26,"Adventure,Indie,RPG,Early Access"
Comic Book Tycoon,0,0.4694,49,"Casual,Indie,Simulation,Strategy"
ThunderWheels,0,0.7719,57,"Casual,Indie,Racing,Simulation,Sports,Early Access"
F1® 22,0,0.6874,25740,"Racing,Sports"
KARMA: The Dark World,0,0.9224,2835,"Adventure,Indie,RPG"
Before the explosion,0,1.0,11,"Action,Indie"
Travel VR,0,0.3953,43,"Casual,Free To Play"
Storm Chasers: Tornado Islands,25,0.8846,26,"Action,Casual,Indie,Simulation,Strategy"
Eden Genesis,80,0.9346,107,"Action,Adventure"
Total War: WARHAMMER,75,0.78,52422,"Action,Strategy"
AIRHEART - Tales of broken Wings,75,0.837,184,"Action,Indie"
D Series OFF ROAD Driving Simulation,75,0.4154,65,"Action,Casual,Indie,Racing,Simulation,Sports"
法利恩戰記（Furion Chronicles）,60,0.746,126,"Adventure,Indie,RPG,Simulation,Strategy"
Dungeon Of Dark,15,0.8182,11,"Casual,Indie,RPG"
Mini Mania,0,0.9615,26,"Adventure,Casual,Indie,Simulation,Free To Play"
FM,75,0.6857,70,Indie
Warriors Of Titus,0,1.0,14,"Action,Indie"
灾厄黑龙与谎言公主,10,0.9038,2786,"Adventure,Indie,RPG"
Carnivores: Dinosaur Hunt,0,0.5983,229,"Action,Adventure,Casual,Sports"
The Cathedral: Allison's Diary,70,0.7273,11,"Adventure,Indie,Simulation"
CareUEyes - Blue Light Filter,0,0.9,10,Utilities
World of Tanks Blitz,0,0.7857,148161,"Action,Massively Multiplayer,Simulation,Strategy,Free To Play"
Mechanical Trap,38,0.8966,29,"Casual,Indie,Strategy"
Disney•Pixar WALL-E,65,0.9635,1206,Adventure
Soulash,0,0.7068,532,"Indie,RPG"
Disastr_Blastr,0,0.8269,52,"Action,Indie"
Sluggish Morss: Days of the Purple Sun,0,0.4286,14,Indie
Magemania,79,0.625,24,"Casual,Indie"
Business Wars - The Card Game,50,0.8182,11,"Casual,Indie,Strategy"
A Difficult Game About Climbing,0,0.8887,4546,"Action,Adventure"
Montero,0,0.7143,14,"Adventure,Indie,RPG"
Surviving the Abyss,50,0.6503,975,"Indie,Simulation,Strategy"
Vaporwave Drift,50,0.5833,48,"Casual,Indie,Racing,Simulation,Sports"
The Ultimate Death Clock,51,0.8974,39,"Casual,Indie,Simulation"
Boxing Club Manager,0,0.5281,89,"Simulation,Sports,Strategy"
Odysseus Kosmos and his Robot Quest: Episode 1,0,0.7872,484,Indie
HudSight - crosshair overlay,30,0.8854,4677,"Action,Education,Software Training,Utilities,Video Production"
OFFICESCAPE,0,0.7931,29,"Adventure,Casual,Indie"
Why don't they laugh?,50,0.6667,12,"Indie,Simulation"
Basement of Hellish,0,0.84,25,"Action,Indie"
Weather Lord: Following the Princess Collector's Edition,70,0.8511,47,"Adventure,Casual,Strategy"
Stellaren II,0,1.0,15,"Casual,Indie,Simulation,Strategy"
Way of Rhea,50,0.9804,51,"Adventure,Indie"
Corpse Mansion,0,0.7,10,"Action,Adventure,Indie,Early Access"
Action SuperCross,0,0.9048,21,"Casual,Indie,Racing,Simulation,Sports"
Calico & Co.,0,0.6667,12,"Adventure,Casual,Indie"
Alien: Rogue Incursion VR,60,0.6935,956,Action
The Nightmare Inside,0,0.72,25,Adventure
Master Pyrox Wizard Smackdown,0,0.6818,22,"Action,Casual,Indie,Sports"
Attack on Inirea,0,1.0,12,"Action,Adventure,Casual,Indie"
