Name,Price,ReviewRatio,TotalReviews,Genres
The Almost Gone,0,0.8044,1135,"Adventure,Indie"
Total War: THREE KINGDOMS,80,0.7225,103745,"Action,Strategy"
THE LONGING,25,0.9231,6788,"Adventure,Indie,RPG"
Viridi,0,0.9188,9320,"Casual,Indie,Simulation,Free To Play"
Cursed Crew,0,0.8947,76,"Adventure,Indie,Simulation,Strategy,Early Access"
Cats Hidden Timeline,0,1.0,19,"Casual,Indie"
Death Ski,0,0.9231,13,"Action,Indie,Racing,Simulation,Sports"
The Endless White,0,0.4815,27,"Action,Indie,Early Access"
LISTEN UP! WE TRIED TO MAKE “THOSE GAMES” EVEN MORE EXTREME! SOME THINGS HAVE TO BE LEARNED THE HARD WAY!,0,0.8125,16,Casual
Zeno Clash,80,0.8608,3045,"Action,Indie"
Sin Slayers: Reign of The 8th,50,0.7581,62,"Adventure,Indie,RPG,Strategy"
Blindsighted,0,1.0,18,"Adventure,Casual,Indie"
OscarWildeCard,0,0.8824,17,"Casual,Strategy"
눈 떠보니 임진왜란이었다 - Back To the Joseon,0,0.3421,38,Action
DON'T SCREAM,35,0.6455,4510,"Casual,Simulation"
Ghost 1.0,80,0.9099,2076,"Action,Adventure,Indie"
TargetPOP,0,1.0,11,Casual
LAZ3RZ,0,0.7667,120,"Action,Casual,Indie,Sports,Free To Play,Early Access"
秋叶|Autumn leaves,0,0.3095,42,"Casual,RPG"
Terraria,50,0.9748,1409473,"Action,Adventure,Indie,RPG"
Reincarnated As A Monster,0,0.6429,14,"Indie,RPG,Simulation,Strategy,Early Access"
Warlock Bentspine - Toilet Edition,0,0.9375,48,"Action,Free To Play,Indie"
Demon Peak,0,0.6983,232,"Action,Adventure,Indie"
Sleepwalker,0,0.5294,17,"Adventure,Strategy"
Bunny Must Die! Chelsea and the 7 Devils,0,0.6917,360,"Action,Adventure,Indie"
Ancient Weapon Holly,60,0.5532,47,"Action,Strategy"
心の闇の先に Trial VersionⅡ,0,0.6429,28,"Adventure,Free To Play"
CARNAGE OFFERING,0,0.7833,203,Action
Way of the Samurai 4,0,0.7946,1879,"Action,Adventure"
Monster Harvest,85,0.5257,506,"Action,Adventure,Indie,RPG"
Drawy,0,0.8679,53,"Casual,Indie"
"Slave Princess Finne, why did she sell out her own kingdom?",0,0.9024,82,"Adventure,RPG"
Simple Fish Adventure,0,0.8808,411,"Adventure,Indie,Simulation"
Charming Hearts,37,0.8907,503,"Indie,RPG,Simulation,Strategy"
Nimble Writer,0,0.8748,631,"Design & Illustration,Utilities,Web Publishing"
Goliath Depot,0,0.9833,60,"Action,Indie"
Объемная История,0,0.4516,31,"Casual,Free To Play,Indie,Simulation"
Mint,0,0.5122,82,"Action,Adventure,Casual,Indie"
The Inner Sea,0,0.64,25,"Indie,RPG,Simulation,Strategy,Early Access"
Crush,0,0.8696,23,"Action,Indie"
Null Vector,0,0.963,270,"Action,Indie"
Ghostly Horizon,0,0.7,20,"Action,Adventure,Indie,Early Access"
The Zombie Neighborhood,0,0.5938,32,"Action,Indie"
Battle Survive Hentai,20,0.6471,17,"Action,Indie"
Memoir En Code: Reissue,0,0.8889,18,Indie
The horrible inside,79,0.64,25,Adventure
Third World: The Bottom Dimension,0,0.6429,14,"Adventure,RPG,Free To Play"
SEARCH ALL - BERRIES,0,0.8611,72,"Casual,Indie"
Quaver,0,0.9193,15519,"Casual,Indie,Free To Play"
Inner silence,51,0.6825,189,"Action,Adventure,Casual,Indie"
Mystopia,0,1.0,20,"Casual,Indie"
The Ouroboros King,0,0.8322,447,"Indie,Strategy"
Jettatura,0,0.9,20,"Adventure,RPG"
Z-Collapse,0,0.7742,93,"Simulation,Strategy"
Gridiron Solitaire,0,0.7975,79,"Casual,Sports"
Blacksmith of the Sand Kingdom,0,0.7342,158,"Adventure,RPG,Simulation,Strategy"
Night Crisis,0,0.2222,36,"Action,Simulation,Early Access"
Little Monki,0,0.925,40,"Adventure,Casual,Indie,Strategy"
OneKind,0,0.9333,15,"Action,Adventure,Casual,Indie,RPG,Simulation,Strategy,Free To Play,Early Access"
Professor Watts Memory Match: Shapes And Colors,0,0.525,80,"Casual,Indie,Strategy"
StoneDefence,0,0.4545,11,"Indie,Strategy"
Break Siege,0,0.9242,66,"Adventure,Indie,Strategy,Early Access"
VR Battle Grid,0,0.8986,69,"Action,Casual,Free To Play,Indie,Simulation,Strategy"
The Play's the Thing,0,0.8462,13,"Action,Adventure,Casual,Indie,RPG"
Day Repeat Day,0,0.8919,37,"Casual,Indie"
Angry Squirrel,0,0.7049,122,"Adventure,Casual,Indie,Simulation"
天罡星宿海 The sea of TianGang XinSu,0,0.6667,15,"Adventure,Indie,Strategy,Early Access"
Yummy Girl 2,0,0.8119,101,"Casual,Indie"
OUTLAWED,0,0.6352,1039,"Action,Indie"
Kombine,0,0.7708,144,"Casual,Indie,Strategy"
Tetropunk,90,0.7843,204,"Casual,Indie"
Gambit!,0,0.2917,48,Action
Card Survival: Fantasy Forest,0,0.7245,893,"Adventure,Indie,RPG,Simulation,Strategy,Early Access"
World War 2 Winter Gun Range VR Simulator,0,0.3077,13,"Action,Adventure,Indie,Simulation"
Impossible Creatures Steam Edition,75,0.9559,1724,Strategy
Shinrin-yoku: Forest Meditation and Relaxation,0,0.6333,30,"Casual,Free To Play,Indie,Simulation"
Chicks and Tricks VR,0,0.7576,33,"Action,Casual,Indie"
Bless Unleashed,0,0.5267,30870,"Action,Massively Multiplayer,RPG,Free To Play"
Card Dungeon,0,0.5849,53,"Indie,RPG,Strategy"
Bloody Knuckles Street Boxing,0,0.5521,96,"Action,Indie,Simulation,Sports,Strategy,Early Access"
Teenage Mutant Ninja Turtles: Shredder's Revenge,0,0.944,13748,"Action,Adventure,Casual,Indie"
Normality,0,0.7097,403,"Action,Adventure"
Pulut Adventure RPG,0,0.8333,12,"Action,Adventure,Casual,Indie,RPG"
Catacomb Kids,0,0.8903,611,"Action,Indie,RPG,Early Access"
Sunset Planet,0,0.7647,17,"Adventure,Indie,Strategy"
THE 4 SINS,30,0.2433,3942,"Adventure,Indie,RPG,Strategy"
SudoKube,0,0.7843,51,"Casual,Indie,Strategy"
Headquarters: World War II,40,0.7763,532,"Simulation,Strategy"
ヒサとヨミ 第1章 ２人の魔法使い,0,1.0,12,"Adventure,Casual,Indie,RPG"
Highway Madness,0,0.7021,47,"Casual,Free To Play,Early Access"
dino game,50,0.9024,82,"Adventure,Indie"
Evidence of Life,0,0.9091,11,Indie
Dragon Roller Coaster HD,0,0.7692,13,"Action,Adventure,Racing"
Tourists Kidnapped a Little Bear,0,0.7527,93,"Gore,Action,Adventure,Casual,Indie"
Roll On Dice,86,1.0,12,"Casual,Indie,Strategy"
RPG Maker VX Ace,0,0.9382,4869,"Adventure,RPG,Design & Illustration,Education,Web Publishing,Game Development"
Kathy Rain: Director's Cut,75,0.9414,921,"Adventure,Indie"
Murders on the Yangtze River,35,0.9728,18192,"Adventure,Indie,RPG"
Flippin Kaktus,0,0.6429,14,"Action,Adventure,Indie"
Metal Ascension,0,0.5,14,Action
Rise of the Triad: Ludicrous Edition,70,0.934,652,Action
BlackSmith HIT,51,0.8273,689,"Action,Casual,Indie"
Accretion,25,0.5294,17,"Action,Indie,Simulation"
KiKi's adventure,70,0.6364,44,"Action,Adventure,Casual,Indie,RPG"
Capitalism Plus,0,0.8378,111,"Simulation,Strategy"
Country Tales: Wild West,0,0.8519,27,"Indie,Strategy"
VasterClaws 3:Dragon slayer of the God world,0,0.6316,19,RPG
幸运牌,0,1.0,23,"Casual,Indie,Strategy"
The Captives: Plot of the Demiurge,0,0.9048,21,"Action,Adventure,Indie"
CHKN,0,0.7976,1655,"Adventure,Casual,Indie,Early Access"
The Stronghold Collection,0,0.8875,5246,Strategy
Math Hero - Minimalist Puzzle,0,0.8519,27,"Casual,Indie,Strategy"
Day of Dragons,34,0.662,7292,"Indie,Massively Multiplayer,RPG,Simulation,Early Access"
AKER FERN - Visual Novel,0,0.8017,116,"Adventure,Indie,RPG,Free To Play"
Pogoman,30,0.9412,17,"Indie,Simulation,Sports"
Mana Spark,80,0.7877,664,"Action,Indie,RPG"
The Last Train - Definitive Edition,0,0.5,22,"Adventure,Indie,RPG,Simulation,Strategy"
MULTIPLAYER CAVEMEN,30,0.7515,169,Indie
MX vs ATV All Out,75,0.8057,1642,"Racing,Simulation,Sports"
Pink Hour,0,0.9286,994,"Action,Indie,Free To Play"
Catch them!,0,0.6667,15,"Action,Adventure,Casual,Indie,Massively Multiplayer,Racing,Simulation,Strategy"
Guazu: The Rescue,60,0.9655,58,"Adventure,Indie"
Roman Way,0,0.625,16,"Indie,RPG,Simulation,Strategy"
Swords and Sandals Pirates,0,0.7447,47,"Adventure,RPG,Strategy"
Tale of Dark Lands,0,0.6923,13,"Action,Adventure,Casual,Indie,RPG"
Gone In November,0,0.6278,395,"Adventure,Indie"
Turbo Kid,0,0.9551,423,"Action,Adventure,Indie"
ReLinked,0,0.8947,38,"Action,Indie"
YUR,0,0.8148,513,Utilities
The Prince of Landis,70,1.0,13,"Adventure,Indie"
Fox Girls Never Play Dirty,0,0.8599,207,"Adventure,Indie,RPG"
Space Ball VR,0,0.8667,15,"Free To Play,Sports,Early Access"
Drew and the Floating Labyrinth,0,0.5769,52,"Adventure,Indie"
All Is Dust,0,0.4486,1322,"Adventure,Free To Play"
Free-Bees,0,0.9091,11,"Action,Casual,Indie"
I commissioned some cats 3,0,1.0,13,"Casual,Indie"
Deep in The Fear,0,0.4375,16,"Indie,Simulation"
Marshmallow Imouto Succubus,50,0.7647,17,"Adventure,Casual"
Coridden,0,0.9067,386,"Action,Adventure,Indie,RPG"
East Trade Tycoon: Inheritance,0,0.9366,1878,"Casual,Simulation"
BlackSimulator,0,0.9444,18,"Violent,Adventure,Casual,Indie,RPG,Simulation"
Rhino Runner,0,0.7727,22,"Adventure,Casual,Indie"
Dungeon Defenders: Going Rogue,0,0.4231,312,"Action,Adventure,Indie,RPG"
Fantastic Fishing,0,0.5,14,"Adventure,Casual,Indie"
The Shell Part II: Purgatorio,0,0.974,462,"Adventure,Simulation"
Poi,0,0.9093,728,"Action,Adventure,Casual,Indie"
18Hell:Lost,90,0.8438,32,"Action,Adventure,Indie,RPG"
PUZZLE: CATS & DOGS,51,0.8529,34,"Casual,Indie"
Lilium,0,0.9333,15,"Action,Adventure,RPG,Early Access"
Spark and The Digital Daydream,0,0.9403,67,"Adventure,Free To Play,Indie"
That Which Gave Chase,0,0.9264,611,"Action,Adventure,Indie"
Fly Fly Tuk Tuk,95,0.875,64,"Action,Indie,Racing,Simulation,Sports"
Rolling Bird,0,0.9251,187,"Action,Indie,Free To Play"
Odd||Even,0,0.5446,112,"Casual,Indie,Strategy"
"Love, Guitars, and the Nashville Skyline",0,0.6562,32,"Sexual Content,Nudity,Casual,Indie"
Pixel drawing block,0,0.5,10,"Casual,Strategy"
Caapora Adventure - Ojibe's Revenge,0,0.8214,28,"Action,Adventure,Indie,RPG"
Hard to Be a God,0,0.8306,124,RPG
COTTOn Rock'n'Roll -SUPERLATIVE NIGHT DREAMS-,65,0.8765,81,Action
Crazy shark,0,0.5833,12,Action
Sailaway III,0,0.6849,73,"Indie,Massively Multiplayer,Racing,Simulation,Sports"
Drone Wars,0,0.8182,110,"Action,Free To Play,Indie"
Witchtastic,0,0.9233,313,"Action,Casual,Indie,Simulation"
Paladin's Oath,0,0.8833,120,"RPG,Strategy"
S.T.A.L.K.E.R. 2: Heart of Chornobyl,40,0.8053,113346,"Action,Adventure,RPG"
Monster Care Simulator,0,0.9492,295,"Casual,Simulation"
PAC-MAN MUSEUM+,50,0.8803,518,"Action,Casual"
Planet Scanner,0,1.0,29,"Casual,Indie,Simulation"
Meteorfall: Krumit's Tale,70,0.9051,843,"Indie,RPG,Strategy"
Wild Warfare,0,0.6952,994,"Action,Free To Play,Indie,Early Access"
Race me now,0,0.8545,55,"Action,Casual,Indie,Racing,Simulation,Sports"
Punch Line,0,0.6795,78,"Adventure,RPG"
Noob - The Factionless,0,0.8237,1078,"Adventure,Indie,RPG"
Mining Cats,0,0.7636,55,Casual
Pro Cycling Manager 2021,0,0.7926,622,"Casual,Racing,Simulation,Sports,Strategy"
Spells & Secrets,0,0.8022,273,"Action,Adventure,Casual,Indie"
BasCatball Jupiter: Basketball & Cat,0,0.9333,15,"Casual,Sports"
Lost Items,0,0.7895,38,"Free To Play,Indie,Early Access"
Ventura Inc,0,0.6923,13,"Indie,Massively Multiplayer,Simulation,Strategy,Early Access"
Zenith Hunter,0,0.75,28,"Action,Free To Play,Indie"
Magicka,0,0.8608,31362,"Action,RPG"
KAMI,0,0.954,1240,"Casual,Indie"
Dino Survivors,0,0.8793,58,"Action,Casual,Indie,RPG"
Your Toy,0,0.2941,17,"Action,Adventure,Indie"
CODE Bunny,20,0.9695,131,"Action,Indie"
Projector Face,0,0.8675,83,"Adventure,Casual,Indie"
Sono,0,0.9074,432,"Adventure,Casual,Free To Play,Indie"
Repair this!,0,0.896,654,"Casual,Simulation"
FATE: The Traitor Soul,0,0.9271,549,"Action,Adventure,RPG"
DOKA 2 KISHKI EDITION,78,0.84,3575,"Action,Adventure,Casual,Indie,RPG,Simulation"
Ashes of Immortality II - Bad Blood,0,0.46,50,"Adventure,Casual,Indie,RPG"
Labirinto,0,0.7448,145,"Casual,Indie"
Carrotting Brain,0,0.7143,14,"Action,Indie,Early Access"
Party Animals,40,0.784,64032,"Action,Casual,Indie"
Mystery Swords,0,0.2667,15,Action
Driveby Gangster,0,0.4615,13,"Action,Indie"
Keep It Running,0,1.0,13,"Action,Adventure,Indie"
AER Memories of Old,0,0.8571,7377,"Adventure,Indie"
Zero Tolerance,65,0.7778,63,Action
Lights Out,0,0.6333,30,"Action,Adventure,Free To Play"
Cosmophony,0,0.819,116,"Action,Indie"
Blackbay Asylum,0,0.5652,552,"Adventure,Indie"
The Flaws of Gravity,0,0.616,237,"Adventure,Free To Play,Indie"
Devil Land RPG,0,0.9,10,"Adventure,RPG"
"You, Calligrapher",0,0.9787,47,"Casual,Indie,Simulation"
Xeodrifter,0,0.7602,834,"Action,Adventure,Indie"
Airport Madness: Time Machine,40,0.7899,138,Adventure
Duck Paradox,0,0.9479,326,"Action,Adventure,Indie"
3D Jigsaw Puzzle Simulator,0,1.0,10,"Casual,Indie,Simulation,Sports"
Barrage Fantasia,0,1.0,11,"Action,Indie"
Whateverland: Prologue,0,0.8602,186,"Adventure,Indie"
Geometry Defense: Infinite,0,0.7368,19,"Action,Casual,Indie,Strategy,Early Access"
Mini Words: Polyglot,30,0.9,60,Casual
On Your Tail,30,0.922,218,"Adventure,Indie,RPG,Simulation"
Rocky Mayhem,0,0.8571,42,"Action,Casual,Indie"
Dagger Froggy,60,1.0,50,"Action,Casual,Indie"
Race Track Builder,0,0.6392,194,Animation & Modeling
Wicked Dolls,0,0.4211,19,"Action,Adventure,Casual,Indie,Massively Multiplayer,Simulation,Strategy,Early Access"
RPG Maker VX,0,0.8049,164,"Design & Illustration,Education,Web Publishing,Game Development"
Corrupt,0,0.8333,12,"Action,Adventure,Indie"
Live Adventure,0,0.8889,99,Adventure
SuperMoose,0,0.6,40,"Adventure,Casual,Indie"
Reflect Horizons,0,0.8056,36,"Casual,Free To Play,Simulation"
Temple of Apshai Trilogy,0,0.5714,14,"Adventure,RPG"
My Exit,0,1.0,11,"Adventure,Indie,Simulation"
Mr. Hopp's Playhouse HD,0,0.8361,61,"Adventure,Indie,Strategy"
Unknown 9: Awakening,50,0.3369,754,"Action,Adventure"
Lorenzo il Magnifico,0,0.7391,92,Strategy
THE BATHROOMS,30,0.9,20,"Action,Adventure,Indie"
王侯将相-充一返三（三倍返利版）,0,0.3077,13,"Adventure,Massively Multiplayer,RPG,Strategy"
Four Kings: Video Poker,0,0.9091,11,"Casual,Strategy"
Meteorites 3D,40,1.0,16,"Action,Casual,Indie,Simulation,Strategy"
Arcane Arts Academy 2,0,0.8333,18,"Adventure,Casual,Strategy"
Mage Rage,0,0.8,20,"Action,Indie,RPG"
Betrix,0,0.8194,155,"Casual,Indie"
"DvDrum, Ultimate Drum Simulator!",90,0.8629,124,"Casual,Indie,Simulation,Sports"
九州：商旅（Nine Provinces: Caravan）,25,0.909,1132,"Casual,Indie,Simulation"
Voidrun,0,0.8333,36,"Action,Indie"
Crypto Crisis,0,0.7391,46,"Indie,Simulation,Strategy"
ULTIMATE HARDBASS DEFENCE,0,0.9169,2215,"Action,Indie,Massively Multiplayer"
Drag Her!,0,0.6,40,"Action,Indie,Free To Play"
Soul Taker,0,1.0,11,"Casual,Indie,Strategy"
Substance Designer 2019,0,0.9298,57,"Animation & Modeling,Design & Illustration"
Worshippers,0,0.7864,103,"RPG,Strategy"
Call Me Skyfish,0,0.5789,19,Action
TRUE SKATE™,0,0.5867,75,"Action,Indie,Simulation,Sports,Early Access"
iO,80,0.8095,231,"Action,Indie,Racing"
Lapland Solitaire,0,0.8095,21,Casual
"Gabriel Knight® 3: Blood of the Sacred, Blood of the Damned",40,0.582,122,Adventure
xDasher,0,1.0,20,"Action,Casual,Indie"
Hidden Cat Outlaws,0,0.9138,58,"Adventure,Casual,Indie"
Fear For Freedom,0,0.5089,169,"Adventure,Casual,Free To Play,Indie"
Clan O'Conall and the Crown of the Stag,0,0.9344,122,"Action,Adventure,Indie"
Seablip,0,0.845,897,"Adventure,Indie,RPG,Early Access"
No One Survived,55,0.6627,7044,"Adventure,Indie,RPG,Early Access"
Stickman Trenches,50,0.8145,1375,"Action,Casual,Strategy"
Ziro,0,0.6667,36,"Casual,Indie"
A Guidebook of Babel,60,0.9201,1490,"Adventure,Indie"
The Paradixion: Christmas,0,1.0,23,"Adventure,Indie"
Evorales,0,1.0,14,"Action,Indie"
FIELD BREAKING,0,0.5238,42,"Casual,Indie,Simulation,Strategy,Early Access"
Spellinkers,0,0.8462,13,"Casual,Indie,RPG,Strategy"
Rocket Science,20,0.7917,144,"Simulation,Strategy,Early Access"
Warmonger,0,0.5729,295,"Action,Free To Play,Massively Multiplayer,Strategy"
The Forked Road,70,0.9333,15,"Action,Adventure,Indie,Early Access"
Keep in Mind: Remastered,0,0.7527,562,"Adventure,Indie"
EscapeVR: The Basement,40,0.7789,95,"Adventure,Indie"
Fetch™,50,0.931,29,"Adventure,Casual"
STAR WARS™ Battlefront™ II,90,0.8755,71208,"Action,Adventure"
Happy Empire - A Bouquet for the Princess: Enhanced Edition,0,0.6364,11,"Adventure,Casual,Indie,Simulation,Strategy"
Tokyo School Life,70,0.9296,668,Adventure
Blossom Tales II: The Minotaur Prince,50,0.8947,171,"Action,Adventure,RPG"
Nightshade／百花百狼,45,0.9586,748,Adventure
Taiji,0,0.9144,1250,"Adventure,Indie"
Case Files: Behind Closed Doors,70,0.9189,37,"Adventure,Casual,Indie,Simulation"
Trouble Witches Origin - Episode1 Daughters of Amalgam -,70,0.9463,205,"Action,Indie"
*NEW* SCUFFED EPIC VISUAL NOVEL,0,0.873,63,"Adventure,Casual,Free To Play,Strategy"
Lust for Darkness VR: M Edition,0,0.5769,26,Adventure
Ratings War,40,0.8163,49,"Indie,RPG"
Chronicles of 2 Heroes: Amaterasu's Wrath,0,0.8333,60,"Action,Adventure,Indie"
Keyboard Warrior: Dreamstate Prologue,0,0.9,10,"Action,Strategy,Free To Play"
Typing Instructor Platinum 21,0,0.7333,15,Education
Harriet: From Slave To Hero,0,0.9286,14,"Action,Adventure,Casual,Free To Play,Indie,Strategy"
Card Games Mega Collection,0,0.641,39,Casual
Animal Rivals,85,0.5345,58,"Action,Casual,Indie"
Hero's Story,0,0.7,10,"Action,Adventure,Indie,RPG"
UNDER NIGHT IN-BIRTH Exe:Late[cl-r],0,0.9421,3798,Action
LONE WOLF: Horizon,0,0.2785,79,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access"
CRAKEN,0,0.7564,78,"Action,Adventure,Casual,Indie"
River City: Rival Showdown,50,0.4878,164,"Action,Adventure,RPG"
Dreams of Aether,0,0.9724,1195,Action
Chess Knights: Shinobi,50,0.8261,69,"Casual,Indie,Strategy"
Master Arena,0,0.665,200,"Action,Indie,Free To Play"
Proxy - Ultimate Hacker,0,0.875,16,Simulation
DarkenDerek The last Fallen,0,0.8158,38,"Action,Adventure,Indie,Free To Play"
Joint Operations: Combined Arms Gold,0,0.8721,297,Action
Squingle,0,1.0,24,"Casual,Indie"
ECCHI NEKO GIRLS PUZZLE,0,0.8,20,"Casual,Indie,RPG,Simulation,Sports,Strategy"
SCP: 5K,0,0.8028,12678,"Action,Indie,Massively Multiplayer,Strategy,Early Access"
Alchemy Absorption: Melody,0,0.9167,12,"Casual,Indie,Simulation"
Oddworld: New 'n' Tasty,0,0.8582,3491,"Action,Adventure,Indie"
Wildlife Park 3,0,0.5895,514,"Casual,Indie,Simulation,Strategy"
Chezzle,0,0.9231,13,"Casual,Indie,Strategy"
Sonder. Episode ONE,0,0.7143,14,"Adventure,Indie,Simulation,Early Access"
Perilous Warp,0,0.7456,338,"Action,Indie"
OCTOPTICOM,60,0.9455,55,"Indie,Simulation"
Re;quartz零度,0,0.9091,22,Adventure
Reigns: Game of Thrones,0,0.7808,1008,"Adventure,Indie,RPG"
Alice49 EP.0『ダイヤモンドとシュークリーム』,0,0.7692,13,"Adventure,Indie"
Anodyne 2: Return to Dust,60,0.9475,743,"Adventure,Indie"
Metro 2033 Redux,90,0.9151,110967,Action
Tank Universal 2,0,0.7955,44,"Action,Indie,Simulation"
Check and Slash,0,0.96,25,"Action,Adventure,Indie,Strategy"
Worms Reloaded,0,0.8704,4867,Strategy
Silent Hunter 5®: Battle of the Atlantic,75,0.4442,2481,Simulation
EL NE RUE,0,0.96,50,Casual
Negative Nancy,0,0.945,109,"Adventure,Indie"
Age of Fear: Total,0,0.8824,34,"Indie,RPG,Strategy"
Airtight City 密闭之城1.0,0,0.9652,402,"Action,Adventure,Indie,RPG,Early Access"
bit Dungeon II,78,0.8251,2207,"Action,Adventure,Indie,RPG"
Hopalong: The Badlands,0,0.96,25,"Action,Adventure,Indie"
Takorita Meets Fries,0,0.9091,33,"Adventure,Casual,Indie"
Depixtion,0,0.8923,65,"Casual,Indie,Strategy"
NOSTALGIC TRAIN,0,0.7754,187,"Adventure,Indie"
The Legend of Heroes: Zero no Kiseki Kai,0,0.8988,494,RPG
Fallacy Quiz,34,0.9138,58,"Casual,Indie"
Dead In Vinland,0,0.7765,1691,"Adventure,Indie,RPG,Simulation,Strategy"
"Human, we have a problem",0,0.75,12,"Action,Casual,Indie,Simulation"
Spooky Station,0,0.8665,397,"Action,Adventure,Casual,Indie,RPG"
Graveball,0,0.7857,14,"Action,Indie,Sports"
Perfect Decision,0,0.4783,23,"Casual,Indie,Simulation,Strategy"
12 HOURS 2,0,0.5238,21,"Action,Adventure,Indie,Simulation"
CosmoDrive:Infinity,0,0.9,10,"Action,Adventure,Casual,Indie,Racing,Simulation,Sports"
Conductor,0,0.93,300,"Action,Adventure,Indie"
Bird,0,0.8263,881,"Action,Casual,Indie,Simulation,Early Access"
MeiQi 2020,50,0.4,10,"Adventure,Indie,RPG,Early Access"
Escape the Underground,0,0.8899,109,"Action,Adventure,Free To Play,Indie"
Zombie Survivors,25,0.6712,73,"Action,Adventure,Casual,Indie,RPG,Strategy"
SourVR Video Player,0,0.5918,49,Utilities
Ultimate Logic Puzzle Collection,0,0.8452,84,"Casual,Free To Play,Indie"
Minimal,0,0.8788,33,"Casual,Indie"
Foreskin Fury,0,0.8721,86,"Action,Casual,Indie"
ALL Chess,50,0.7917,48,"Casual,Sports,Strategy"
Aldro,0,0.75,44,"Adventure,Casual,Indie"
Oni Station,0,0.8667,15,Indie
I See Red,75,0.9,110,"Action,Indie"
Ironclads 2: Caroline Islands War 1885,0,0.8333,18,Simulation
Five Nights At Furry's,0,0.66,100,"Casual,Indie,Simulation"
Peaceful Gunner,0,1.0,22,"Action,Casual,Indie"
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,75,0.9407,16681,"Action,Adventure,Casual"
Last Heroes,0,0.6803,122,"Adventure,Casual,Indie,RPG"
Battleship Bishojo,0,0.3077,13,"Adventure,Indie,Simulation"
Higher Critters - 1v4,0,0.7174,46,"Action,Adventure,Casual,Indie,RPG,Early Access"
The Cold War Era,0,0.56,25,"Indie,Simulation,Strategy"
Origin Space,0,0.5,32,"Action,Indie,RPG"
The Pillage,0,0.875,56,"Action,Casual,Indie"
Rezrog,0,0.4512,328,"Adventure,Indie,RPG"
Puzzle Dungeon!! Earthmage Erin,0,1.0,12,"Casual,Indie"
3030 Deathwar Redux - A Space Odyssey,0,0.9389,1130,"Action,Adventure,Indie,Simulation"
Car Tehc,0,0.9733,75,"Casual,Indie,Simulation,Free To Play"
The King's Dilemma: Chronicles,0,0.7353,136,"RPG,Simulation"
SteamWorld Heist II,0,0.9517,1885,"Indie,RPG,Strategy"
HyperBrawl Tournament,0,0.8693,153,"Action,Adventure,Casual,Indie,Sports"
Magical Delicacy,0,0.7963,216,"Adventure,Indie"
Cosmic Awakening VR,0,0.68,25,"Violent,Gore,Adventure,Indie"
Otome the Exorcist,60,0.7944,107,"Indie,RPG"
Songs for a Hero - Definitive Edition,50,0.9659,4102,"Adventure,Casual,Indie"
Bloodstained: Ritual of the Night,75,0.937,39485,"Action,Adventure,RPG"
Battletank LOBA,0,0.3333,18,"Action,Casual,Indie"
Emu War!,0,0.8333,24,"Action,Casual,Indie"
Mayhemers,0,0.7778,63,"Action,Casual,Indie,Early Access"
Clutter IX: Clutter IXtreme,75,1.0,17,"Casual,Indie"
Shrink Rooms,0,0.9459,37,"Casual,Indie,Strategy"
MOENTO - Modular Environment Toolkit,0,0.7931,29,"Simulation,Early Access"
Gourdlets,30,0.9424,1735,"Casual,Indie,Simulation"
Kebab Simulator VR,0,0.9,10,"Casual,Indie,Simulation"
Liminal Department,0,0.9231,26,"Action,Adventure,Indie,Simulation"
Advent Crossroad,0,0.8667,30,"Indie,RPG"
Sky's The Limit MAH-JONG,0,0.6964,56,"Casual,Indie,Strategy"
攻上凌霄宝殿,0,0.9062,32,"Casual,RPG,Strategy"
Avowed,50,0.7789,9657,RPG
MEGA,0,0.8163,98,"Action,Adventure,Indie"
Gehenna,30,0.8356,73,"Adventure,Indie,RPG"
Dungeon Tycoon,40,0.7901,1191,"Simulation,Strategy"
Super Jagua,0,0.807,114,"Action,Adventure,Casual"
Escape Bloody Mary,0,0.7424,66,"Adventure,Indie,Simulation"
Traps N' Gemstones,0,0.76,25,"Action,Adventure,Casual,Indie"
Pixel Puzzle Makeout League,0,0.9265,68,"Casual,Indie,Simulation"
Siegebreaker,0,0.8169,71,Strategy
NeverHome Ch.1 - Hall of Apathy,0,0.9545,22,"Adventure,Indie,RPG"
Quible Sphere,0,1.0,12,"Casual,Indie,Racing"
NBA 2K Playgrounds 2,75,0.809,2110,Sports
NERTS! Online,0,0.9539,1562,"Action,Casual,Free To Play,Indie"
Runeroots TD,0,0.9032,31,"Casual,Strategy"
Chicago Project,50,0.931,29,"Indie,RPG"
Galacticare,0,0.8825,570,"Casual,Simulation,Strategy"
Unferat,0,0.8861,158,"RPG,Simulation"
Ruiga Pirates,0,0.6744,43,"Action,Casual,Indie,Early Access"
Art of Murder - FBI Confidential,80,0.7277,224,Adventure
Cupid Nonogram,0,0.9449,127,"Casual,Indie"
Between,80,0.6875,48,"Adventure,Indie"
GetMeBro!,0,0.812,133,"Action,Free To Play,Indie,Racing,Early Access"
Project Apocalypse,0,0.7059,34,"Indie,Strategy"
Horde Of Plenty,0,0.9,10,"Action,Adventure,Indie"
Time to Morp,0,0.836,189,"Adventure,Casual,Indie,Simulation"
Tiny House Simulator,75,0.7444,90,"Casual,Simulation,Early Access"
